,Unnamed: 0.1,Unnamed: 0,Symbol,trade,Trade ID,entry_date,exit_date,entry_price,exit_price,qty
0,0,0,AARTIIND,long,3260,2020-01-09 11:45:00,2020-01-10 13:15:00,449.5,434.5,222
1,1,1,AARTIIND,long,3421,2020-01-29 09:15:00,2020-02-03 09:45:00,469.48,494.0,213
2,2,2,AARTIIND,long,4926,2020-07-24 09:15:00,2020-07-24 14:15:00,468.45,475.73,213
3,3,3,AARTIIND,long,5064,2020-08-10 11:45:00,2020-08-11 14:45:00,544.28,515.0,183
4,4,4,AARTIIND,long,5849,2020-11-05 10:45:00,2020-11-10 09:45:00,531.0,562.97,188
5,5,5,AARTIIND,long,6303,2021-01-01 09:15:00,2021-01-06 10:15:00,632.4,656.03,158
6,6,6,AARTIIND,long,7335,2021-05-05 14:15:00,2021-05-07 13:45:00,844.5,857.2,118
7,7,7,AARTIIND,long,7612,2021-06-09 09:15:00,2021-06-14 09:45:00,906.28,922.35,110
8,8,8,AARTIIND,long,7982,2021-07-23 12:45:00,2021-07-28 10:45:00,890.75,873.85,112
9,9,9,AARTIIND,long,9028,2021-11-25 11:45:00,2021-11-30 09:15:00,950.6,943.3,105
10,10,10,AARTIIND,long,9059,2021-12-02 11:45:00,2021-12-07 09:15:00,965.3,961.3,103
11,11,11,AARTIIND,long,10121,2022-04-04 13:45:00,2022-04-06 11:15:00,974.0,973.75,102
12,12,12,AARTIIND,long,11511,2022-09-12 10:45:00,2022-09-15 09:15:00,880.65,908.7,113
13,0,0,ABCAPITAL,long,4501,2020-06-03 09:15:00,2020-06-08 09:15:00,52.75,58.1,1895
14,1,1,ABCAPITAL,long,4644,2020-06-23 09:15:00,2020-06-23 13:15:00,60.35,62.55,1657
15,2,2,ABCAPITAL,long,6781,2021-02-16 09:15:00,2021-02-16 11:45:00,96.0,99.1,1041
16,3,3,ABCAPITAL,long,7215,2021-04-08 09:15:00,2021-04-09 13:45:00,129.05,124.25,774
17,4,4,ABCAPITAL,long,7466,2021-05-11 09:15:00,2021-05-17 09:15:00,123.9,126.8,807
18,5,5,ABCAPITAL,long,7474,2021-05-17 13:15:00,2021-05-20 09:45:00,125.4,127.65,797
19,6,6,ABCAPITAL,long,8474,2021-09-08 09:15:00,2021-09-14 09:15:00,114.3,114.25,874
20,7,7,ABCAPITAL,long,8957,2021-11-08 14:45:00,2021-11-11 10:15:00,107.55,108.75,929
21,8,8,ABCAPITAL,long,9085,2021-11-26 09:15:00,2021-12-01 09:15:00,110.65,109.4,903
22,9,9,ABCAPITAL,long,9111,2021-12-03 09:15:00,2021-12-08 09:15:00,114.1,118.0,876
23,10,10,ABCAPITAL,long,9137,2021-12-10 09:15:00,2021-12-14 09:15:00,125.5,122.5,796
24,11,11,ABCAPITAL,long,9410,2022-01-12 09:15:00,2022-01-17 09:45:00,136.35,134.55,733
25,12,12,ABCAPITAL,long,11064,2022-07-21 11:15:00,2022-07-26 09:15:00,98.8,103.25,1012
26,13,13,ABCAPITAL,long,11085,2022-07-27 13:15:00,2022-07-29 13:45:00,103.1,105.95,969
27,14,14,ABCAPITAL,long,11209,2022-08-16 10:45:00,2022-08-19 09:15:00,113.15,113.0,883
28,15,15,ABCAPITAL,long,11809,2022-10-28 09:15:00,2022-11-02 09:15:00,118.05,118.4,847
29,16,16,ABCAPITAL,long,12030,2022-11-28 09:15:00,2022-12-01 10:45:00,136.75,144.7,731
30,0,0,ABFRL,long,3645,2020-02-20 09:15:00,2020-02-25 12:45:00,278.95,271.95,358
31,1,1,ABFRL,long,4429,2020-05-29 09:15:00,2020-06-01 13:15:00,120.3,128.7,831
32,2,2,ABFRL,long,5147,2020-08-17 14:45:00,2020-08-20 09:45:00,133.4,139.35,749
33,3,3,ABFRL,long,5708,2020-10-21 10:45:00,2020-10-21 13:45:00,149.05,148.6,670
34,4,4,ABFRL,long,5710,2020-10-21 14:45:00,2020-10-23 14:15:00,151.6,168.35,659
35,5,5,ABFRL,long,6415,2021-01-13 09:15:00,2021-01-15 11:45:00,176.8,176.75,565
36,6,6,ABFRL,long,7817,2021-06-25 12:15:00,2021-06-29 09:45:00,215.65,215.7,463
37,7,7,ABFRL,long,9568,2022-01-12 12:15:00,2022-01-17 09:15:00,306.25,308.4,326
38,8,8,ABFRL,long,9572,2022-01-17 11:15:00,2022-01-20 09:15:00,312.6,316.9,319
39,9,9,ABFRL,long,10155,2022-03-28 14:45:00,2022-03-31 09:15:00,300.3,302.95,333
40,10,10,ABFRL,long,11624,2022-09-14 09:15:00,2022-09-16 10:45:00,332.65,332.5,300
41,11,11,ABFRL,long,11663,2022-09-21 10:45:00,2022-09-23 14:45:00,346.4,334.95,288
42,0,0,ACC,long,3281,2020-01-13 09:15:00,2020-01-15 10:45:00,1518.0,1499.4,65
43,1,1,ACC,long,4979,2020-07-28 09:15:00,2020-07-31 10:45:00,1386.65,1422.75,72
44,2,2,ACC,long,5554,2020-10-01 12:15:00,2020-10-07 09:15:00,1414.55,1449.3,70
45,3,3,ACC,long,5676,2020-10-20 11:45:00,2020-10-23 11:15:00,1588.5,1625.05,62
46,4,4,ACC,long,5945,2020-11-24 09:15:00,2020-11-25 14:45:00,1732.3,1665.8,57
47,5,5,ACC,long,7487,2021-05-24 13:45:00,2021-05-27 09:45:00,1993.9,1975.8,50
48,6,6,ACC,long,8331,2021-08-30 09:15:00,2021-09-02 09:15:00,2362.8,2469.0,42
49,7,7,ACC,long,8340,2021-09-02 13:45:00,2021-09-07 09:15:00,2444.2,2481.0,40
50,8,8,ACC,long,9710,2022-02-09 09:45:00,2022-02-11 14:15:00,2330.2,2241.25,42
51,9,9,ACC,long,11641,2022-09-20 11:15:00,2022-09-21 10:15:00,2733.1,2602.0,36
52,10,10,ACC,long,11979,2022-11-01 09:15:00,2022-11-04 09:15:00,2402.8,2473.1,41
53,11,11,ACC,long,12174,2022-11-28 09:15:00,2022-12-01 09:45:00,2534.0,2583.65,39
54,0,0,ADANIENT,long,3399,2020-01-24 09:45:00,2020-01-29 09:15:00,226.5,232.65,441
55,1,1,ADANIENT,long,3516,2020-02-11 09:15:00,2020-02-14 09:15:00,246.6,253.95,405
56,2,2,ADANIENT,long,5009,2020-08-05 09:15:00,2020-08-10 09:15:00,182.55,195.35,547
57,3,3,ADANIENT,long,5061,2020-08-14 09:15:00,2020-08-14 13:45:00,202.7,195.3,493
58,4,4,ADANIENT,long,5228,2020-09-02 12:45:00,2020-09-07 09:15:00,290.15,286.45,344
59,5,5,ADANIENT,long,5511,2020-10-07 14:15:00,2020-10-08 14:45:00,332.15,315.8,301
60,6,6,ADANIENT,long,5981,2020-12-02 09:15:00,2020-12-07 09:15:00,426.0,450.4,234
61,7,7,ADANIENT,long,6319,2021-01-13 09:15:00,2021-01-15 13:45:00,535.8,522.45,186
62,8,8,ADANIENT,long,6492,2021-02-05 09:15:00,2021-02-10 10:45:00,594.5,635.55,168
63,9,9,ADANIENT,long,6501,2021-02-10 15:15:00,2021-02-15 09:15:00,654.0,718.25,152
64,10,10,ADANIENT,long,6502,2021-02-15 09:45:00,2021-02-15 14:15:00,734.25,773.0,136
65,11,11,ADANIENT,long,7191,2021-05-07 09:15:00,2021-05-12 09:15:00,1294.0,1307.95,77
66,12,12,ADANIENT,long,7373,2021-06-02 09:15:00,2021-06-07 09:15:00,1441.85,1659.0,69
67,13,13,ADANIENT,long,8119,2021-08-27 11:45:00,2021-09-01 09:45:00,1506.45,1580.9,66
68,14,14,ADANIENT,long,8707,2021-11-09 09:15:00,2021-11-12 09:15:00,1591.75,1682.15,62
69,15,15,ADANIENT,long,8718,2021-11-12 14:45:00,2021-11-17 09:15:00,1702.0,1716.6,58
70,16,16,ADANIENT,long,8859,2021-12-02 14:45:00,2021-12-06 13:15:00,1733.95,1674.1,57
71,17,17,ADANIENT,long,9247,2022-01-17 12:15:00,2022-01-20 09:15:00,1895.5,1861.7,52
72,18,18,ADANIENT,long,9849,2022-03-30 11:15:00,2022-04-04 09:15:00,1973.15,2051.55,50
73,19,19,ADANIENT,long,9854,2022-04-04 11:45:00,2022-04-05 11:15:00,2065.45,2115.15,48
74,20,20,ADANIENT,long,9857,2022-04-05 12:45:00,2022-04-07 14:45:00,2132.0,2097.0,46
75,21,21,ADANIENT,long,9963,2022-04-22 09:15:00,2022-04-27 09:45:00,2293.95,2370.6,43
76,22,22,ADANIENT,long,10707,2022-07-18 11:15:00,2022-07-21 09:15:00,2434.4,2481.35,41
77,23,23,ADANIENT,long,10798,2022-08-01 09:15:00,2022-08-04 09:15:00,2600.0,2738.0,38
78,24,24,ADANIENT,long,10872,2022-08-12 13:45:00,2022-08-16 10:15:00,2861.3,2905.0,34
79,25,25,ADANIENT,long,10874,2022-08-16 11:15:00,2022-08-19 09:15:00,2936.6,3224.0,34
80,26,26,ADANIENT,long,11024,2022-09-06 12:45:00,2022-09-09 09:15:00,3443.75,3491.0,29
81,0,0,ADANIGREEN,long,4052,2020-04-09 12:15:00,2020-04-16 09:15:00,171.75,193.1,582
82,1,1,ADANIGREEN,long,4176,2020-04-29 12:45:00,2020-05-04 09:15:00,205.75,200.5,486
83,2,2,ADANIGREEN,long,4248,2020-05-11 12:45:00,2020-05-14 10:45:00,215.2,228.25,464
84,3,3,ADANIGREEN,long,5038,2020-08-10 09:15:00,2020-08-11 09:15:00,383.15,366.7,260
85,4,4,ADANIGREEN,long,5220,2020-08-31 09:15:00,2020-08-31 11:15:00,473.95,429.45,210
86,5,5,ADANIGREEN,long,6308,2020-12-31 09:15:00,2021-01-05 10:15:00,1080.9,1076.3,92
87,6,6,ADANIGREEN,long,7497,2021-05-21 14:45:00,2021-05-25 14:45:00,1298.5,1315.0,77
88,7,7,ADANIGREEN,long,8462,2021-09-09 09:45:00,2021-09-14 13:15:00,1177.9,1143.0,84
89,8,8,ADANIGREEN,long,8987,2021-11-12 13:45:00,2021-11-17 09:15:00,1285.0,1317.95,77
90,9,9,ADANIGREEN,long,8991,2021-11-17 11:15:00,2021-11-23 09:45:00,1332.0,1324.9,75
91,10,10,ADANIGREEN,long,9443,2022-01-10 14:45:00,2022-01-13 10:15:00,1440.0,1613.05,69
92,11,11,ADANIGREEN,long,9649,2022-02-07 09:15:00,2022-02-07 11:45:00,2029.75,2012.95,49
93,12,12,ADANIGREEN,long,10324,2022-04-26 11:15:00,2022-04-29 10:15:00,2908.7,2922.0,34
94,13,13,ADANIGREEN,long,11323,2022-08-19 09:15:00,2022-08-23 10:15:00,2381.1,2372.65,41
95,14,14,ADANIGREEN,long,11568,2022-09-20 09:15:00,2022-09-21 11:45:00,2398.35,2332.15,41
96,0,0,ADANIPORTS,long,3632,2020-02-19 09:15:00,2020-02-24 11:45:00,369.85,366.5,270
97,1,1,ADANIPORTS,long,4042,2020-04-15 09:45:00,2020-04-15 14:15:00,274.4,271.75,364
98,2,2,ADANIPORTS,long,4111,2020-04-23 09:45:00,2020-04-28 09:15:00,275.3,271.75,363
99,3,3,ADANIPORTS,long,4371,2020-05-28 09:15:00,2020-06-02 09:15:00,330.95,335.75,302
100,4,4,ADANIPORTS,long,4683,2020-07-06 09:15:00,2020-07-07 10:15:00,362.6,350.35,275
101,5,5,ADANIPORTS,long,5069,2020-08-17 14:45:00,2020-08-20 10:15:00,357.35,355.85,279
102,6,6,ADANIPORTS,long,5158,2020-08-31 09:15:00,2020-09-01 11:15:00,376.0,348.4,265
103,7,7,ADANIPORTS,long,5479,2020-10-07 09:15:00,2020-10-12 09:15:00,365.8,357.35,273
104,8,8,ADANIPORTS,long,5925,2020-12-01 11:15:00,2020-12-01 15:15:00,421.25,423.9,237
105,9,9,ADANIPORTS,long,5926,2020-12-02 09:15:00,2020-12-02 14:45:00,427.75,437.65,233
106,10,10,ADANIPORTS,long,5945,2020-12-04 11:15:00,2020-12-08 12:15:00,445.35,459.1,224
107,11,11,ADANIPORTS,long,6017,2020-12-16 09:15:00,2020-12-21 09:15:00,478.25,463.3,209
108,12,12,ADANIPORTS,long,6069,2020-12-28 09:15:00,2020-12-31 09:15:00,483.7,486.3,206
109,13,13,ADANIPORTS,long,7392,2021-06-02 09:15:00,2021-06-07 09:15:00,814.9,838.6,122
110,14,14,ADANIPORTS,long,8318,2021-09-17 10:45:00,2021-09-20 14:45:00,784.85,750.5,127
111,15,15,ADANIPORTS,long,8542,2021-10-14 09:45:00,2021-10-19 14:45:00,796.0,786.4,125
112,16,16,ADANIPORTS,long,9994,2022-04-01 10:45:00,2022-04-05 14:45:00,786.5,847.3,127
113,17,17,ADANIPORTS,long,10156,2022-04-26 11:15:00,2022-04-29 09:45:00,891.8,863.1,112
114,18,18,ADANIPORTS,long,10805,2022-07-11 09:15:00,2022-07-14 09:45:00,722.3,727.7,138
115,19,19,ADANIPORTS,long,10843,2022-07-19 09:15:00,2022-07-22 09:15:00,745.55,757.45,134
116,20,20,ADANIPORTS,long,10885,2022-07-27 10:45:00,2022-08-01 09:15:00,759.3,778.35,131
117,21,21,ADANIPORTS,long,10898,2022-08-02 09:15:00,2022-08-05 09:15:00,807.9,815.0,123
118,22,22,ADANIPORTS,long,11132,2022-09-05 09:15:00,2022-09-08 09:15:00,863.8,877.95,115
119,0,0,ADANITRANS,long,3514,2020-02-05 15:15:00,2020-02-07 14:15:00,339.5,333.1,294
120,1,1,ADANITRANS,long,4191,2020-04-30 09:15:00,2020-05-04 09:15:00,209.05,197.25,478
121,2,2,ADANITRANS,long,4642,2020-06-22 13:45:00,2020-06-25 09:15:00,231.25,267.35,432
122,3,3,ADANITRANS,long,5197,2020-08-24 13:45:00,2020-08-27 09:45:00,288.0,284.5,347
123,4,4,ADANITRANS,long,5573,2020-10-08 09:15:00,2020-10-13 10:15:00,277.0,292.75,361
124,5,5,ADANITRANS,long,5796,2020-11-05 11:15:00,2020-11-10 09:15:00,303.5,314.4,329
125,6,6,ADANITRANS,long,5894,2020-11-20 12:45:00,2020-11-25 09:15:00,384.8,374.5,259
126,7,7,ADANITRANS,long,6509,2021-02-03 11:15:00,2021-02-08 09:15:00,503.4,541.6,198
127,8,8,ADANITRANS,long,6518,2021-02-08 13:45:00,2021-02-11 09:15:00,547.35,578.65,182
128,9,9,ADANITRANS,long,7242,2021-05-06 15:15:00,2021-05-07 12:15:00,1132.0,1174.85,88
129,10,10,ADANITRANS,long,7375,2021-05-24 13:45:00,2021-05-26 09:15:00,1513.95,1387.1,66
130,11,11,ADANITRANS,long,8381,2021-09-15 11:45:00,2021-09-17 09:15:00,1972.0,1820.35,50
131,12,12,ADANITRANS,long,8537,2021-10-05 09:15:00,2021-10-06 10:15:00,1695.0,1768.3,58
132,13,13,ADANITRANS,long,10054,2022-03-28 12:45:00,2022-03-30 14:15:00,2460.0,2495.25,40
133,14,14,ADANITRANS,long,10778,2022-06-21 12:15:00,2022-06-24 09:15:00,2112.4,2119.0,47
134,0,0,AJANTPHARM,long,3242,2020-01-08 09:15:00,2020-01-13 09:15:00,678.0,691.83,147
135,1,1,AJANTPHARM,long,3292,2020-01-16 14:45:00,2020-01-21 11:45:00,753.0,792.5,132
136,2,2,AJANTPHARM,long,4780,2020-07-10 09:15:00,2020-07-13 11:45:00,971.0,933.4,102
137,3,3,AJANTPHARM,long,4879,2020-07-23 09:15:00,2020-07-27 10:45:00,990.8,984.33,100
138,4,4,AJANTPHARM,long,5498,2020-09-30 14:45:00,2020-10-06 09:15:00,1078.17,1072.0,92
139,5,5,AJANTPHARM,long,5641,2020-10-21 09:15:00,2020-10-23 15:15:00,1060.0,1060.33,94
140,6,6,AJANTPHARM,long,6002,2020-12-04 13:45:00,2020-12-09 10:15:00,1054.8,1118.37,94
141,7,7,AJANTPHARM,long,6156,2020-12-28 09:15:00,2020-12-31 09:15:00,1124.0,1122.73,88
142,8,8,AJANTPHARM,long,7115,2021-04-22 09:15:00,2021-04-23 13:45:00,1223.2,1191.07,81
143,9,9,AJANTPHARM,long,7761,2021-07-05 11:45:00,2021-07-08 10:15:00,1440.67,1450.63,69
144,10,10,AJANTPHARM,long,8111,2021-08-17 09:45:00,2021-08-20 10:15:00,1551.17,1499.33,64
145,11,11,AJANTPHARM,long,10515,2022-05-20 14:15:00,2022-05-24 12:15:00,1153.93,1133.73,86
146,12,12,AJANTPHARM,long,10548,2022-05-27 09:15:00,2022-06-01 09:15:00,1168.87,1160.63,85
147,13,13,AJANTPHARM,long,10561,2022-06-02 09:15:00,2022-06-03 13:15:00,1193.5,1160.67,83
148,14,14,AJANTPHARM,long,10712,2022-06-21 10:45:00,2022-06-24 09:15:00,1238.1,1224.3,80
149,15,15,AJANTPHARM,long,10933,2022-07-19 09:15:00,2022-07-22 10:15:00,1249.0,1290.0,80
150,0,0,ALKEM,long,3243,2020-01-08 09:45:00,2020-01-10 13:45:00,2121.55,2249.3,47
151,1,1,ALKEM,long,3284,2020-01-15 14:45:00,2020-01-17 15:15:00,2387.0,2338.85,41
152,2,2,ALKEM,long,4973,2020-07-30 09:15:00,2020-08-04 09:15:00,2572.0,2847.6,38
153,3,3,ALKEM,long,5025,2020-08-10 09:15:00,2020-08-11 11:45:00,3037.1,2895.4,32
154,4,4,ALKEM,long,5969,2020-11-24 09:15:00,2020-11-27 09:15:00,2776.05,2825.45,36
155,5,5,ALKEM,long,6047,2020-12-08 09:15:00,2020-12-11 09:45:00,2931.95,2898.0,34
156,6,6,ALKEM,long,6125,2020-12-21 09:45:00,2020-12-21 14:15:00,2977.0,2903.4,33
157,7,7,ALKEM,long,6297,2021-01-11 09:15:00,2021-01-14 09:15:00,3056.5,3101.05,32
158,8,8,ALKEM,long,6949,2021-03-30 11:45:00,2021-03-30 15:15:00,2684.5,2720.0,37
159,9,9,ALKEM,long,7483,2021-06-02 09:15:00,2021-06-07 10:45:00,3129.65,3141.45,31
160,10,10,ALKEM,long,8128,2021-08-16 14:45:00,2021-08-20 09:15:00,3707.0,3825.1,26
161,11,11,ALKEM,long,8437,2021-09-23 14:15:00,2021-09-28 10:45:00,3955.15,3948.8,25
162,12,12,ALKEM,long,8979,2021-11-30 13:15:00,2021-12-01 13:15:00,3589.2,3439.8,27
163,13,13,ALKEM,long,9250,2021-12-30 12:15:00,2022-01-04 09:15:00,3574.0,3703.05,27
164,14,14,ALKEM,long,10506,2022-05-26 13:15:00,2022-05-31 09:15:00,2990.3,3089.0,33
165,15,15,ALKEM,long,10507,2022-05-31 09:45:00,2022-05-31 14:45:00,3100.3,3148.2,32
166,16,16,ALKEM,long,10846,2022-07-06 15:15:00,2022-07-11 09:15:00,3097.0,3146.0,32
167,17,17,ALKEM,long,11333,2022-09-05 12:15:00,2022-09-08 09:45:00,3020.05,3114.0,33
168,18,18,ALKEM,long,11430,2022-09-19 12:45:00,2022-09-21 15:15:00,3230.0,3216.0,30
169,0,0,AMARAJABAT,long,3402,2020-01-24 11:15:00,2020-01-28 14:45:00,808.8,789.5,123
170,1,1,AMARAJABAT,long,4377,2020-05-22 09:15:00,2020-05-28 09:15:00,609.0,615.5,164
171,2,2,AMARAJABAT,long,4559,2020-06-17 09:15:00,2020-06-22 09:15:00,682.5,675.7,146
172,3,3,AMARAJABAT,long,5248,2020-09-03 09:15:00,2020-09-08 09:15:00,751.65,736.3,133
173,4,4,AMARAJABAT,long,5313,2020-09-15 09:15:00,2020-09-18 09:15:00,778.55,782.0,128
174,5,5,AMARAJABAT,long,5727,2020-11-03 14:45:00,2020-11-06 09:15:00,783.85,806.0,127
175,6,6,AMARAJABAT,long,5766,2020-11-11 09:15:00,2020-11-13 10:45:00,836.0,818.9,119
176,7,7,AMARAJABAT,long,5852,2020-11-24 14:45:00,2020-11-27 09:15:00,892.15,891.2,112
177,8,8,AMARAJABAT,long,6008,2020-12-16 09:15:00,2020-12-21 11:15:00,956.35,941.35,104
178,9,9,AMARAJABAT,long,8084,2021-08-13 10:45:00,2021-08-17 11:45:00,737.0,707.7,135
179,10,10,AMARAJABAT,long,9084,2021-12-10 09:15:00,2021-12-15 09:15:00,645.8,639.45,154
180,11,11,AMARAJABAT,long,9864,2022-03-11 09:15:00,2022-03-16 09:15:00,579.45,578.35,172
181,12,12,AMARAJABAT,long,11216,2022-08-17 09:15:00,2022-08-19 15:15:00,524.0,513.9,190
182,0,0,AMBUJACEM,long,3398,2020-01-24 09:15:00,2020-01-29 09:15:00,215.1,217.35,464
183,1,1,AMBUJACEM,long,4973,2020-07-28 11:15:00,2020-07-31 09:15:00,210.9,222.9,474
184,2,2,AMBUJACEM,long,5558,2020-10-05 09:15:00,2020-10-07 15:15:00,222.6,235.0,449
185,3,3,AMBUJACEM,long,5601,2020-10-13 10:45:00,2020-10-16 09:15:00,247.9,242.85,403
186,4,4,AMBUJACEM,long,6348,2021-01-08 12:15:00,2021-01-13 10:45:00,268.0,263.55,373
187,5,5,AMBUJACEM,long,6637,2021-02-15 12:15:00,2021-02-18 10:15:00,284.4,284.95,351
188,6,6,AMBUJACEM,long,7061,2021-04-09 09:15:00,2021-04-12 09:15:00,327.6,306.35,305
189,7,7,AMBUJACEM,long,7178,2021-04-27 09:15:00,2021-04-30 09:15:00,306.25,315.0,326
190,8,8,AMBUJACEM,long,7381,2021-05-24 13:15:00,2021-05-27 10:45:00,325.85,321.95,306
191,9,9,AMBUJACEM,long,7660,2021-06-25 13:45:00,2021-06-30 09:45:00,348.25,344.35,287
192,10,10,AMBUJACEM,long,7802,2021-07-15 09:15:00,2021-07-20 09:15:00,379.35,398.25,263
193,11,11,AMBUJACEM,long,7899,2021-07-30 12:15:00,2021-08-04 09:15:00,413.35,425.8,241
194,12,12,AMBUJACEM,long,8120,2021-08-30 09:15:00,2021-09-02 09:15:00,414.6,430.35,241
195,13,13,AMBUJACEM,long,8694,2021-11-08 14:45:00,2021-11-11 11:45:00,429.7,421.4,232
196,14,14,AMBUJACEM,long,9430,2022-02-02 09:15:00,2022-02-07 11:15:00,384.35,376.4,260
197,15,15,AMBUJACEM,long,11272,2022-09-05 09:15:00,2022-09-07 10:45:00,418.4,442.55,239
198,16,16,AMBUJACEM,long,12089,2022-12-08 15:15:00,2022-12-13 09:15:00,590.0,585.95,169
199,0,0,APLLTD,long,3561,2020-02-11 12:45:00,2020-02-13 15:15:00,648.95,637.6,154
200,1,1,APLLTD,long,3607,2020-02-19 12:15:00,2020-02-24 09:15:00,651.0,651.0,153
201,2,2,APLLTD,long,4354,2020-05-21 13:15:00,2020-05-26 14:15:00,896.0,858.05,111
202,3,3,APLLTD,long,4591,2020-06-22 09:15:00,2020-06-24 14:45:00,962.9,902.95,103
203,4,4,APLLTD,long,4800,2020-07-16 15:15:00,2020-07-20 13:15:00,973.9,1011.0,102
204,5,5,APLLTD,long,4804,2020-07-20 15:15:00,2020-07-23 09:15:00,1019.0,1017.0,98
205,6,6,APLLTD,long,4921,2020-08-05 09:15:00,2020-08-10 09:15:00,1025.65,1064.95,97
206,7,7,APLLTD,long,5380,2020-09-28 11:15:00,2020-10-01 09:15:00,984.65,943.05,101
207,8,8,APLLTD,long,5562,2020-10-22 09:15:00,2020-10-23 13:15:00,1008.0,978.6,99
208,9,9,APLLTD,long,5987,2020-12-11 11:15:00,2020-12-16 09:45:00,1084.45,1070.6,92
209,10,10,APLLTD,long,6519,2021-02-15 09:15:00,2021-02-17 11:15:00,975.9,946.0,102
210,11,11,APLLTD,long,8254,2021-09-03 09:15:00,2021-09-08 09:45:00,783.5,768.2,127
211,12,12,APLLTD,long,9180,2021-12-23 09:15:00,2021-12-24 14:45:00,787.75,767.7,126
212,13,13,APLLTD,long,10239,2022-04-26 11:15:00,2022-04-26 13:45:00,782.3,784.0,127
213,14,14,APLLTD,long,10243,2022-04-27 09:15:00,2022-05-02 10:15:00,787.05,778.6,127
214,15,15,APLLTD,long,10350,2022-05-13 11:45:00,2022-05-18 09:15:00,745.2,757.2,134
215,16,16,APLLTD,long,10390,2022-05-23 09:45:00,2022-05-25 10:15:00,766.55,744.2,130
216,17,17,APLLTD,long,10531,2022-06-09 09:15:00,2022-06-13 09:15:00,743.35,723.45,134
217,18,18,APLLTD,long,10563,2022-06-15 12:15:00,2022-06-17 11:15:00,732.2,713.0,136
218,0,0,APOLLOHOSP,long,3391,2020-01-23 12:15:00,2020-01-28 09:45:00,1664.4,1693.15,60
219,1,1,APOLLOHOSP,long,4051,2020-04-16 09:15:00,2020-04-21 09:15:00,1386.5,1413.7,72
220,2,2,APOLLOHOSP,long,4909,2020-07-24 09:15:00,2020-07-29 09:45:00,1542.2,1612.95,64
221,3,3,APOLLOHOSP,long,5558,2020-10-08 09:15:00,2020-10-13 09:15:00,2210.2,2289.55,45
222,4,4,APOLLOHOSP,long,6624,2021-02-10 09:15:00,2021-02-15 09:15:00,2812.5,2793.05,35
223,5,5,APOLLOHOSP,long,6637,2021-02-16 09:15:00,2021-02-18 11:45:00,3144.0,3139.1,31
224,6,6,APOLLOHOSP,long,7768,2021-06-29 13:15:00,2021-07-02 09:15:00,3590.0,3689.5,27
225,7,7,APOLLOHOSP,long,7941,2021-07-22 11:15:00,2021-07-27 09:15:00,3987.05,4138.5,25
226,8,8,APOLLOHOSP,long,8136,2021-08-17 09:15:00,2021-08-23 09:15:00,4539.65,4799.1,22
227,9,9,APOLLOHOSP,long,8157,2021-08-24 13:15:00,2021-08-26 10:15:00,4828.95,4698.95,20
228,10,10,APOLLOHOSP,long,8224,2021-09-02 11:15:00,2021-09-07 09:45:00,5104.5,4912.35,19
229,11,11,APOLLOHOSP,long,8375,2021-09-23 13:45:00,2021-09-24 11:45:00,4992.0,4840.4,20
230,12,12,APOLLOHOSP,long,8899,2021-11-25 11:45:00,2021-11-30 09:45:00,5509.6,5695.6,18
231,13,13,APOLLOHOSP,long,9210,2022-01-03 09:15:00,2022-01-06 09:45:00,5036.75,4928.85,19
232,14,14,APOLLOHOSP,long,10125,2022-04-21 12:15:00,2022-04-25 09:15:00,4893.0,4690.0,20
233,15,15,APOLLOHOSP,long,10681,2022-06-23 14:15:00,2022-06-28 09:45:00,3838.0,3765.95,26
234,16,16,APOLLOHOSP,long,10797,2022-07-11 09:15:00,2022-07-12 10:45:00,3955.95,4032.0,25
235,17,17,APOLLOHOSP,long,10890,2022-07-21 11:45:00,2022-07-26 10:45:00,4159.4,4112.05,24
236,18,18,APOLLOHOSP,long,11294,2022-09-12 11:15:00,2022-09-14 13:45:00,4490.55,4447.1,22
237,19,19,APOLLOHOSP,long,11350,2022-09-21 09:15:00,2022-09-23 14:15:00,4650.45,4460.8,21
238,20,20,APOLLOHOSP,long,11405,2022-09-30 09:15:00,2022-10-06 09:15:00,4435.05,4408.6,22
239,21,21,APOLLOHOSP,long,11522,2022-10-19 09:15:00,2022-10-25 12:15:00,4383.25,4383.9,22
240,0,0,APOLLOTYRE,long,3305,2020-01-14 14:45:00,2020-01-17 09:15:00,173.85,178.0,575
241,1,1,APOLLOTYRE,long,4642,2020-06-22 09:15:00,2020-06-24 14:45:00,110.75,109.0,902
242,2,2,APOLLOTYRE,long,4735,2020-07-06 09:15:00,2020-07-09 09:15:00,116.25,116.35,860
243,3,3,APOLLOTYRE,long,4982,2020-08-05 09:15:00,2020-08-06 09:15:00,116.55,112.8,858
244,4,4,APOLLOTYRE,long,5008,2020-08-10 09:15:00,2020-08-13 09:15:00,124.35,131.15,804
245,5,5,APOLLOTYRE,long,5307,2020-09-15 09:15:00,2020-09-17 11:15:00,128.0,132.1,781
246,6,6,APOLLOTYRE,long,5441,2020-10-01 13:15:00,2020-10-07 10:15:00,132.8,137.15,753
247,7,7,APOLLOTYRE,long,5629,2020-10-27 13:15:00,2020-10-29 11:15:00,151.2,139.6,661
248,8,8,APOLLOTYRE,long,8157,2021-08-13 09:15:00,2021-08-17 11:45:00,225.45,222.6,443
249,9,9,APOLLOTYRE,long,9355,2021-12-31 10:45:00,2022-01-05 10:15:00,221.95,225.3,450
